tweet_id,favorite_count,retweet_count
667165590075940865,2324,950
667160273090932737,213,50
667152164079423490,41575,14384
667138269671505920,3924,1835
667119796878725120,280,103
667090893657276420,279,104
667073648344346624,344,101
667070482143944705,71,12
667065535570550784,139,39
667062181243039745,190,46
667044094246576128,158,43
667012601033924608,385,184
666996132027977728,208,77
666983947667116034,2191,836
666837028449972224,686,462
666835007768551424,179,64
666826780179869698,215,77
666817836334096384,432,208
666804364988780544,204,79
666786068205871104,646,403
666781792255496192,319,167
666776908487630848,297,147
666739327293083650,203,59
666701168228331520,368,181
666691418707132416,159,41
666649482315059201,975,517
666644823164719104,203,67
666454714377183233,438,174
666447344410484738,88,18
666437273139982337,106,40
666435652385423360,132,41
666430724426358785,269,158
666428276349472768,135,64
666421158376562688,266,90
666418789513326592,101,39
666411507551481857,364,257
666407126856765440,92,30
666396247373291520,146,66
666373753744588802,158,73
666362758909284353,640,464
666353288456101888,170,56
666345417576210432,232,121
666337882303524864,163,78
666293911632134144,417,288
666287406224695296,119,55
666273097616637952,148,66
666268910803644416,97,38
666104133288665088,12535,5384
666102155909144576,63,11
666099513787052032,132,53
666094000022159362,139,63
666082916733198337,90,37
666073100786774016,272,129
666071193221509120,126,49
666063827256086533,389,179
666058600524156928,98,46
666057090499244032,245,111
666055525042405380,360,193
666051853826850816,1009,687
666050758794694657,112,49
666049248165822465,85,35
666044226329800704,243,113
666033412701032449,98,35
666029285002620928,111,39
666020888022790149,2227,417
